"city","date","sunlight"
Berlin,2023-12-28,07:42:00
Berlin,2023-12-29,07:42:00
Berlin,2023-12-30,07:43:00
Berlin,2023-12-31,07:44:00
Berlin,2024-01-01,07:45:00
Berlin,2024-01-02,07:46:00
Berlin,2024-01-03,07:48:00
Berlin,2024-01-04,07:49:00
Berlin,2024-01-05,07:51:00
Berlin,2024-01-06,07:52:00
Berlin,2024-01-07,07:54:00
Berlin,2024-01-08,07:56:00
Berlin,2024-01-09,07:58:00
Berlin,2024-01-10,08:00:00
Berlin,2024-01-11,08:02:00
Berlin,2024-01-12,08:03:00
Berlin,2024-01-13,08:06:00
Berlin,2024-01-14,08:09:00
Berlin,2024-01-15,08:11:00
Berlin,2024-01-16,08:14:00
Berlin,2024-01-17,08:16:00
Berlin,2024-01-18,08:19:00
Berlin,2024-01-19,08:22:00
Berlin,2024-01-20,08:24:00
Berlin,2024-01-21,08:27:00
Berlin,2024-01-22,08:30:00
Berlin,2024-01-23,08:33:00
Berlin,2024-01-24,08:35:00
Berlin,2024-01-25,08:39:00
Berlin,2024-01-26,08:42:00
Berlin,2024-01-27,08:45:00
Berlin,2024-01-28,08:49:00
Berlin,2024-01-29,08:52:00
Berlin,2024-01-30,08:56:00
Berlin,2024-01-31,08:58:00
Berlin,2024-02-01,09:02:00
Berlin,2024-02-02,09:05:00
Berlin,2024-02-03,09:09:00
Berlin,2024-02-04,09:13:00
Berlin,2024-02-05,09:16:00
Berlin,2024-02-06,09:20:00
Berlin,2024-02-07,09:24:00
Berlin,2024-02-08,09:28:00
Berlin,2024-02-09,09:31:00
Berlin,2024-02-10,09:35:00
Berlin,2024-02-11,09:39:00
Berlin,2024-02-12,09:43:00
Berlin,2024-02-13,09:46:00
Berlin,2024-02-14,09:50:00
Berlin,2024-02-15,09:54:00
Berlin,2024-02-16,09:58:00
Berlin,2024-02-17,10:02:00
Berlin,2024-02-18,10:06:00
Berlin,2024-02-19,10:10:00
Berlin,2024-02-20,10:14:00
Berlin,2024-02-21,10:18:00
Berlin,2024-02-22,10:22:00
Berlin,2024-02-23,10:26:00
Berlin,2024-02-24,10:30:00
Berlin,2024-02-25,10:34:00
Berlin,2024-02-26,10:38:00
Berlin,2024-02-27,10:42:00
Berlin,2024-02-28,10:47:00
Berlin,2024-02-29,10:51:00
Berlin,2024-03-01,10:54:00
Berlin,2024-03-02,10:58:00
Berlin,2024-03-03,11:03:00
Berlin,2024-03-04,11:07:00
Berlin,2024-03-05,11:11:00
Berlin,2024-03-06,11:14:00
Berlin,2024-03-07,11:19:00
Berlin,2024-03-08,11:23:00
Berlin,2024-03-09,11:27:00
Berlin,2024-03-10,11:32:00
Berlin,2024-03-11,11:35:00
Berlin,2024-03-12,11:39:00
Berlin,2024-03-13,11:44:00
Berlin,2024-03-14,11:48:00
Berlin,2024-03-15,11:51:00
Berlin,2024-03-16,11:56:00
Berlin,2024-03-17,12:00:00
Berlin,2024-03-18,12:04:00
Berlin,2024-03-19,12:08:00
Berlin,2024-03-20,12:12:00
Berlin,2024-03-21,12:16:00
Berlin,2024-03-22,12:21:00
Berlin,2024-03-23,12:24:00
Berlin,2024-03-24,12:28:00
Berlin,2024-03-25,12:33:00
Berlin,2024-03-26,12:37:00
Berlin,2024-03-27,12:40:00
Berlin,2024-03-28,12:45:00
Berlin,2024-03-29,12:49:00
Berlin,2024-03-30,12:53:00
Berlin,2024-03-31,12:57:00
Berlin,2024-04-01,13:02:00
Berlin,2024-04-02,13:06:00
Berlin,2024-04-03,13:10:00
Berlin,2024-04-04,13:14:00
Berlin,2024-04-05,13:19:00
Berlin,2024-04-06,13:22:00
Berlin,2024-04-07,13:26:00
Berlin,2024-04-08,13:31:00
Berlin,2024-04-09,13:35:00
Berlin,2024-04-10,13:38:00
Biarritz,2023-04-11,13:12:00
Biarritz,2023-04-12,13:15:00
Biarritz,2023-04-13,13:19:00
Biarritz,2023-04-14,13:22:00
Biarritz,2023-04-15,13:24:00
Biarritz,2023-04-16,13:27:00
Biarritz,2023-04-17,13:30:00
Biarritz,2023-04-18,13:33:00
Biarritz,2023-04-19,13:36:00
Biarritz,2023-04-20,13:39:00
Biarritz,2023-04-21,13:41:00
Biarritz,2023-04-22,13:44:00
Biarritz,2023-04-23,13:47:00
Biarritz,2023-04-24,13:50:00
Biarritz,2023-04-25,13:52:00
Biarritz,2023-04-26,13:55:00
Biarritz,2023-04-27,13:57:00
Biarritz,2023-04-28,14:01:00
Biarritz,2023-04-29,14:03:00
Biarritz,2023-04-30,14:06:00
Biarritz,2023-05-01,14:08:00
Biarritz,2023-05-02,14:11:00
Biarritz,2023-05-03,14:13:00
Biarritz,2023-05-04,14:17:00
Biarritz,2023-05-05,14:19:00
Biarritz,2023-05-06,14:21:00
Biarritz,2023-05-07,14:24:00
Biarritz,2023-05-08,14:26:00
Biarritz,2023-05-09,14:28:00
Biarritz,2023-05-10,14:31:00
Biarritz,2023-05-11,14:34:00
Biarritz,2023-05-12,14:36:00
Biarritz,2023-05-13,14:38:00
Biarritz,2023-05-14,14:40:00
Biarritz,2023-05-15,14:42:00
Biarritz,2023-05-16,14:44:00
Biarritz,2023-05-17,14:46:00
Biarritz,2023-05-18,14:48:00
Biarritz,2023-05-19,14:50:00
Biarritz,2023-05-20,14:52:00
Biarritz,2023-05-21,14:54:00
Biarritz,2023-05-22,14:56:00
Biarritz,2023-05-23,14:58:00
Biarritz,2023-05-24,15:00:00
Biarritz,2023-05-25,15:01:00
Biarritz,2023-05-26,15:03:00
Biarritz,2023-05-27,15:05:00
Biarritz,2023-05-28,15:06:00
Biarritz,2023-05-29,15:08:00
Biarritz,2023-05-30,15:10:00
Biarritz,2023-05-31,15:11:00
Biarritz,2023-06-01,15:12:00
Biarritz,2023-06-02,15:13:00
Biarritz,2023-06-03,15:15:00
Biarritz,2023-06-04,15:16:00
Biarritz,2023-06-05,15:17:00
Biarritz,2023-06-06,15:18:00
Biarritz,2023-06-07,15:19:00
Biarritz,2023-06-08,15:20:00
Biarritz,2023-06-09,15:21:00
Biarritz,2023-06-10,15:22:00
Biarritz,2023-06-11,15:22:00
Biarritz,2023-06-12,15:23:00
Biarritz,2023-06-13,15:23:00
Biarritz,2023-06-14,15:24:00
Biarritz,2023-06-15,15:25:00
Biarritz,2023-06-16,15:24:00
Biarritz,2023-06-17,15:25:00
Biarritz,2023-06-18,15:25:00
Biarritz,2023-06-19,15:25:00
Biarritz,2023-06-20,15:26:00
Biarritz,2023-06-21,15:26:00
Biarritz,2023-06-22,15:26:00
Biarritz,2023-06-23,15:25:00
Biarritz,2023-06-24,15:25:00
Biarritz,2023-06-25,15:25:00
Biarritz,2023-06-26,15:25:00
Biarritz,2023-06-27,15:25:00
Biarritz,2023-06-28,15:25:00
Biarritz,2023-06-29,15:23:00
Biarritz,2023-06-30,15:23:00
Biarritz,2023-07-01,15:22:00
Biarritz,2023-07-02,15:22:00
Biarritz,2023-07-03,15:21:00
Biarritz,2023-07-04,15:21:00
Biarritz,2023-07-05,15:19:00
Biarritz,2023-07-06,15:18:00
Biarritz,2023-07-07,15:18:00
Biarritz,2023-07-08,15:16:00
Biarritz,2023-07-09,15:15:00
Biarritz,2023-07-10,15:13:00
Biarritz,2023-07-11,15:13:00
Biarritz,2023-07-12,15:11:00
Biarritz,2023-07-13,15:10:00
Biarritz,2023-07-14,15:08:00
Biarritz,2023-07-15,15:06:00
Biarritz,2023-07-16,15:05:00
Biarritz,2023-07-17,15:04:00
Biarritz,2023-07-18,15:02:00
Biarritz,2023-07-19,15:01:00
Biarritz,2023-07-20,14:59:00
Biarritz,2023-07-21,14:57:00
Biarritz,2023-07-22,14:55:00
Biarritz,2023-07-23,14:53:00
Biarritz,2023-07-24,14:51:00
Biarritz,2023-07-25,14:49:00
Biarritz,2023-07-26,14:47:00
Biarritz,2023-07-27,14:45:00
Biarritz,2023-07-28,14:43:00
Biarritz,2023-07-29,14:41:00
Biarritz,2023-07-30,14:39:00
Biarritz,2023-07-31,14:37:00
Biarritz,2023-08-01,14:34:00
Biarritz,2023-08-02,14:32:00
Biarritz,2023-08-03,14:29:00
Biarritz,2023-08-04,14:27:00
Biarritz,2023-08-05,14:24:00
Biarritz,2023-08-06,14:22:00
Biarritz,2023-08-07,14:20:00
Biarritz,2023-08-08,14:17:00
Biarritz,2023-08-09,14:15:00
Biarritz,2023-08-10,14:13:00
Biarritz,2023-08-11,14:10:00
Biarritz,2023-08-12,14:07:00
Biarritz,2023-08-13,14:04:00
Biarritz,2023-08-14,14:02:00
Biarritz,2023-08-15,13:59:00
Biarritz,2023-08-16,13:57:00
Biarritz,2023-08-17,13:54:00
Biarritz,2023-08-18,13:52:00
Biarritz,2023-08-19,13:49:00
Biarritz,2023-08-20,13:45:00
Biarritz,2023-08-21,13:43:00
Biarritz,2023-08-22,13:40:00
Biarritz,2023-08-23,13:37:00
Biarritz,2023-08-24,13:35:00
Biarritz,2023-08-25,13:32:00
Biarritz,2023-08-26,13:29:00
Biarritz,2023-08-27,13:27:00
Biarritz,2023-08-28,13:23:00
Biarritz,2023-08-29,13:20:00
Biarritz,2023-08-30,13:18:00
Biarritz,2023-08-31,13:15:00
Biarritz,2023-09-01,13:12:00
Biarritz,2023-09-02,13:09:00
Biarritz,2023-09-03,13:07:00
Biarritz,2023-09-04,13:04:00
Biarritz,2023-09-05,13:01:00
Biarritz,2023-09-06,12:57:00
Biarritz,2023-09-07,12:54:00
Biarritz,2023-09-08,12:52:00
Biarritz,2023-09-09,12:49:00
Biarritz,2023-09-10,12:46:00
Biarritz,2023-09-11,12:43:00
Biarritz,2023-09-12,12:40:00
Biarritz,2023-09-13,12:38:00
Biarritz,2023-09-14,12:35:00
Biarritz,2023-09-15,12:32:00
Biarritz,2023-09-16,12:28:00
Biarritz,2023-09-17,12:25:00
Biarritz,2023-09-18,12:22:00
Biarritz,2023-09-19,12:20:00
Biarritz,2023-09-20,12:17:00
Biarritz,2023-09-21,12:14:00
Biarritz,2023-09-22,12:11:00
Biarritz,2023-09-23,12:08:00
Biarritz,2023-09-24,12:06:00
Biarritz,2023-09-25,12:02:00
Biarritz,2023-09-26,11:59:00
Biarritz,2023-09-27,11:56:00
Biarritz,2023-09-28,11:54:00
Biarritz,2023-09-29,11:51:00
Biarritz,2023-09-30,11:48:00
Biarritz,2023-10-01,11:45:00
Biarritz,2023-10-02,11:42:00
Biarritz,2023-10-03,11:40:00
Biarritz,2023-10-04,11:36:00
Biarritz,2023-10-05,11:33:00
Biarritz,2023-10-06,11:30:00
Biarritz,2023-10-07,11:28:00
Biarritz,2023-10-08,11:25:00
Biarritz,2023-10-09,11:22:00
Biarritz,2023-10-10,11:18:00
Biarritz,2023-10-11,11:16:00
Biarritz,2023-10-12,11:13:00
Biarritz,2023-10-13,11:10:00
Biarritz,2023-10-14,11:08:00
Biarritz,2023-10-15,11:04:00
Biarritz,2023-10-16,11:01:00
Biarritz,2023-10-17,10:59:00
Biarritz,2023-10-18,10:56:00
Biarritz,2023-10-19,10:53:00
Biarritz,2023-10-20,10:50:00
Biarritz,2023-10-21,10:47:00
Biarritz,2023-10-22,10:45:00
Biarritz,2023-10-23,10:42:00
Biarritz,2023-10-24,10:39:00
Biarritz,2023-10-25,10:36:00
Biarritz,2023-10-26,10:33:00
Biarritz,2023-10-27,10:30:00
Biarritz,2023-10-28,10:28:00
Biarritz,2023-10-29,10:25:00
Biarritz,2023-10-30,10:22:00
Biarritz,2023-10-31,10:19:00
Biarritz,2023-11-01,10:17:00
Biarritz,2023-11-02,10:14:00
Biarritz,2023-11-03,10:11:00
Biarritz,2023-11-04,10:09:00
Biarritz,2023-11-05,10:06:00
Biarritz,2023-11-06,10:04:00
Biarritz,2023-11-07,10:02:00
Biarritz,2023-11-08,09:58:00
Biarritz,2023-11-09,09:56:00
Biarritz,2023-11-10,09:54:00
Biarritz,2023-11-11,09:52:00
Biarritz,2023-11-12,09:49:00
Biarritz,2023-11-13,09:47:00
Biarritz,2023-11-14,09:45:00
Biarritz,2023-11-15,09:43:00
Biarritz,2023-11-16,09:40:00
Biarritz,2023-11-17,09:38:00
Biarritz,2023-11-18,09:36:00
Biarritz,2023-11-19,09:35:00
Biarritz,2023-11-20,09:32:00
Biarritz,2023-11-21,09:30:00
Biarritz,2023-11-22,09:28:00
Biarritz,2023-11-23,09:27:00
Biarritz,2023-11-24,09:24:00
Biarritz,2023-11-25,09:22:00
Biarritz,2023-11-26,09:21:00
Biarritz,2023-11-27,09:19:00
Biarritz,2023-11-28,09:18:00
Biarritz,2023-11-29,09:16:00
Biarritz,2023-11-30,09:14:00
Biarritz,2023-12-01,09:13:00
Biarritz,2023-12-02,09:11:00
Biarritz,2023-12-03,09:10:00
Biarritz,2023-12-04,09:09:00
Biarritz,2023-12-05,09:07:00
Biarritz,2023-12-06,09:06:00
Biarritz,2023-12-07,09:05:00
Biarritz,2023-12-08,09:04:00
Biarritz,2023-12-09,09:03:00
Biarritz,2023-12-10,09:02:00
Biarritz,2023-12-11,09:01:00
Biarritz,2023-12-12,09:01:00
Biarritz,2023-12-13,09:00:00
Biarritz,2023-12-14,09:00:00
Biarritz,2023-12-15,08:59:00
Biarritz,2023-12-16,08:59:00
Biarritz,2023-12-17,08:58:00
Biarritz,2023-12-18,08:58:00
Biarritz,2023-12-19,08:58:00
Biarritz,2023-12-20,08:57:00
Biarritz,2023-12-21,08:57:00
Biarritz,2023-12-22,08:57:00
Biarritz,2023-12-23,08:57:00
Biarritz,2023-12-24,08:58:00
Biarritz,2023-12-25,08:58:00
Biarritz,2023-12-26,08:58:00
Biarritz,2023-12-27,08:58:00
Biarritz,2023-12-28,08:59:00
Biarritz,2023-12-29,08:59:00
Biarritz,2023-12-30,09:00:00
Biarritz,2023-12-31,09:01:00
Biarritz,2024-01-01,09:01:00
Biarritz,2024-01-02,09:02:00
Biarritz,2024-01-03,09:03:00
Biarritz,2024-01-04,09:04:00
Biarritz,2024-01-05,09:05:00
Biarritz,2024-01-06,09:06:00
Biarritz,2024-01-07,09:07:00
Biarritz,2024-01-08,09:08:00
Biarritz,2024-01-09,09:10:00
Biarritz,2024-01-10,09:11:00
Biarritz,2024-01-11,09:12:00
Biarritz,2024-01-12,09:14:00
Biarritz,2024-01-13,09:16:00
Biarritz,2024-01-14,09:17:00
Biarritz,2024-01-15,09:19:00
Biarritz,2024-01-16,09:20:00
Biarritz,2024-01-17,09:22:00
Biarritz,2024-01-18,09:24:00
Biarritz,2024-01-19,09:26:00
Biarritz,2024-01-20,09:28:00
Biarritz,2024-01-21,09:29:00
Biarritz,2024-01-22,09:32:00
Biarritz,2024-01-23,09:34:00
Biarritz,2024-01-24,09:36:00
Biarritz,2024-01-25,09:37:00
Biarritz,2024-01-26,09:40:00
Biarritz,2024-01-27,09:42:00
Biarritz,2024-01-28,09:44:00
Biarritz,2024-01-29,09:47:00
Biarritz,2024-01-30,09:49:00
Biarritz,2024-01-31,09:51:00
Biarritz,2024-02-01,09:54:00
Biarritz,2024-02-02,09:56:00
Biarritz,2024-02-03,09:58:00
Biarritz,2024-02-04,10:01:00
Biarritz,2024-02-05,10:04:00
Biarritz,2024-02-06,10:07:00
Biarritz,2024-02-07,10:09:00
Biarritz,2024-02-08,10:11:00
Biarritz,2024-02-09,10:15:00
Biarritz,2024-02-10,10:17:00
Biarritz,2024-02-11,10:19:00
Biarritz,2024-02-12,10:23:00
Biarritz,2024-02-13,10:25:00
Biarritz,2024-02-14,10:27:00
Biarritz,2024-02-15,10:31:00
Biarritz,2024-02-16,10:33:00
Biarritz,2024-02-17,10:35:00
Biarritz,2024-02-18,10:39:00
Biarritz,2024-02-19,10:41:00
Biarritz,2024-02-20,10:44:00
Biarritz,2024-02-21,10:47:00
Biarritz,2024-02-22,10:50:00
Biarritz,2024-02-23,10:52:00
Biarritz,2024-02-24,10:56:00
Biarritz,2024-02-25,10:59:00
Biarritz,2024-02-26,11:01:00
Biarritz,2024-02-27,11:05:00
Biarritz,2024-02-28,11:07:00
Biarritz,2024-02-29,11:10:00
Biarritz,2024-03-01,11:14:00
Biarritz,2024-03-02,11:16:00
Biarritz,2024-03-03,11:19:00
Biarritz,2024-03-04,11:22:00
Biarritz,2024-03-05,11:25:00
Biarritz,2024-03-06,11:28:00
Biarritz,2024-03-07,11:31:00
Biarritz,2024-03-08,11:34:00
Biarritz,2024-03-09,11:37:00
Biarritz,2024-03-10,11:40:00
Biarritz,2024-03-11,11:43:00
Biarritz,2024-03-12,11:46:00
Biarritz,2024-03-13,11:49:00
Biarritz,2024-03-14,11:52:00
Biarritz,2024-03-15,11:55:00
Biarritz,2024-03-16,11:58:00
Biarritz,2024-03-17,12:02:00
Biarritz,2024-03-18,12:04:00
Biarritz,2024-03-19,12:07:00
Biarritz,2024-03-20,12:10:00
Biarritz,2024-03-21,12:14:00
Biarritz,2024-03-22,12:17:00
Biarritz,2024-03-23,12:19:00
Biarritz,2024-03-24,12:22:00
Biarritz,2024-03-25,12:25:00
Biarritz,2024-03-26,12:29:00
Biarritz,2024-03-27,12:32:00
Biarritz,2024-03-28,12:35:00
Biarritz,2024-03-29,12:37:00
Biarritz,2024-03-30,12:40:00
Biarritz,2024-03-31,12:43:00
Biarritz,2024-04-01,12:45:00
Biarritz,2024-04-02,12:48:00
Biarritz,2024-04-03,12:52:00
Biarritz,2024-04-04,12:55:00
Biarritz,2024-04-05,12:57:00
Biarritz,2024-04-06,13:00:00
Biarritz,2024-04-07,13:03:00
Biarritz,2024-04-08,13:07:00
Biarritz,2024-04-09,13:09:00
Biarritz,2024-04-10,13:12:00
Reykjavik,2023-04-11,14:37:00
Reykjavik,2023-04-12,14:44:00
Reykjavik,2023-04-13,14:51:00
Reykjavik,2023-04-14,14:57:00
Reykjavik,2023-04-15,15:04:00
Reykjavik,2023-04-16,15:10:00
Reykjavik,2023-04-17,15:17:00
Reykjavik,2023-04-18,15:23:00
Reykjavik,2023-04-19,15:30:00
Reykjavik,2023-04-20,15:36:00
Reykjavik,2023-04-21,15:44:00
Reykjavik,2023-04-22,15:50:00
Reykjavik,2023-04-23,15:57:00
Reykjavik,2023-04-24,16:03:00
Reykjavik,2023-04-25,16:10:00
Reykjavik,2023-04-26,16:16:00
Reykjavik,2023-04-27,16:24:00
Reykjavik,2023-04-28,16:30:00
Reykjavik,2023-04-29,16:37:00
Reykjavik,2023-04-30,16:43:00
Reykjavik,2023-05-01,16:50:00
Reykjavik,2023-05-02,16:57:00
Reykjavik,2023-05-03,17:04:00
Reykjavik,2023-05-04,17:10:00
Reykjavik,2023-05-05,17:17:00
Reykjavik,2023-05-06,17:23:00
Reykjavik,2023-05-07,17:31:00
Reykjavik,2023-05-08,17:37:00
Reykjavik,2023-05-09,17:43:00
Reykjavik,2023-05-10,17:50:00
Reykjavik,2023-05-11,17:57:00
Reykjavik,2023-05-12,18:03:00
Reykjavik,2023-05-13,18:10:00
Reykjavik,2023-05-14,18:16:00
Reykjavik,2023-05-15,18:23:00
Reykjavik,2023-05-16,18:29:00
Reykjavik,2023-05-17,18:36:00
Reykjavik,2023-05-18,18:43:00
Reykjavik,2023-05-19,18:49:00
Reykjavik,2023-05-20,18:55:00
Reykjavik,2023-05-21,19:01:00
Reykjavik,2023-05-22,19:08:00
Reykjavik,2023-05-23,19:14:00
Reykjavik,2023-05-24,19:20:00
Reykjavik,2023-05-25,19:26:00
Reykjavik,2023-05-26,19:32:00
Reykjavik,2023-05-27,19:38:00
Reykjavik,2023-05-28,19:43:00
Reykjavik,2023-05-29,19:50:00
Reykjavik,2023-05-30,19:55:00
Reykjavik,2023-05-31,20:01:00
Reykjavik,2023-06-01,20:06:00
Reykjavik,2023-06-02,20:12:00
Reykjavik,2023-06-03,20:17:00
Reykjavik,2023-06-04,20:22:00
Reykjavik,2023-06-05,20:27:00
Reykjavik,2023-06-06,20:31:00
Reykjavik,2023-06-07,20:36:00
Reykjavik,2023-06-08,20:40:00
Reykjavik,2023-06-09,20:44:00
Reykjavik,2023-06-10,20:48:00
Reykjavik,2023-06-11,20:51:00
Reykjavik,2023-06-12,20:55:00
Reykjavik,2023-06-13,20:57:00
Reykjavik,2023-06-14,21:00:00
Reykjavik,2023-06-15,21:02:00
Reykjavik,2023-06-16,
Reykjavik,2023-06-17,21:05:00
Reykjavik,2023-06-18,21:07:00
Reykjavik,2023-06-19,21:08:00
Reykjavik,2023-06-20,21:08:00
Reykjavik,2023-06-21,21:09:00
Reykjavik,2023-06-22,21:09:00
Reykjavik,2023-06-23,21:08:00
Reykjavik,2023-06-24,21:08:00
Reykjavik,2023-06-25,21:07:00
Reykjavik,2023-06-26,21:05:00
Reykjavik,2023-06-27,21:04:00
Reykjavik,2023-06-28,21:02:00
Reykjavik,2023-06-29,20:59:00
Reykjavik,2023-06-30,20:55:00
Reykjavik,2023-07-01,20:52:00
Reykjavik,2023-07-02,20:48:00
Reykjavik,2023-07-03,20:45:00
Reykjavik,2023-07-04,20:41:00
Reykjavik,2023-07-05,20:36:00
Reykjavik,2023-07-06,20:32:00
Reykjavik,2023-07-07,20:28:00
Reykjavik,2023-07-08,20:22:00
Reykjavik,2023-07-09,20:18:00
Reykjavik,2023-07-10,20:13:00
Reykjavik,2023-07-11,20:07:00
Reykjavik,2023-07-12,20:02:00
Reykjavik,2023-07-13,19:56:00
Reykjavik,2023-07-14,19:51:00
Reykjavik,2023-07-15,19:45:00
Reykjavik,2023-07-16,19:40:00
Reykjavik,2023-07-17,19:34:00
Reykjavik,2023-07-18,19:28:00
Reykjavik,2023-07-19,19:22:00
Reykjavik,2023-07-20,19:16:00
Reykjavik,2023-07-21,19:09:00
Reykjavik,2023-07-22,19:03:00
Reykjavik,2023-07-23,18:56:00
Reykjavik,2023-07-24,18:50:00
Reykjavik,2023-07-25,18:44:00
Reykjavik,2023-07-26,18:38:00
Reykjavik,2023-07-27,18:32:00
Reykjavik,2023-07-28,18:25:00
Reykjavik,2023-07-29,18:18:00
Reykjavik,2023-07-30,18:12:00
Reykjavik,2023-07-31,18:05:00
Reykjavik,2023-08-01,17:59:00
Reykjavik,2023-08-02,17:52:00
Reykjavik,2023-08-03,17:45:00
Reykjavik,2023-08-04,17:39:00
Reykjavik,2023-08-05,17:33:00
Reykjavik,2023-08-06,17:26:00
Reykjavik,2023-08-07,17:19:00
Reykjavik,2023-08-08,17:13:00
Reykjavik,2023-08-09,17:06:00
Reykjavik,2023-08-10,17:00:00
Reykjavik,2023-08-11,16:53:00
Reykjavik,2023-08-12,16:46:00
Reykjavik,2023-08-13,16:40:00
Reykjavik,2023-08-14,16:33:00
Reykjavik,2023-08-15,16:27:00
Reykjavik,2023-08-16,16:20:00
Reykjavik,2023-08-17,16:14:00
Reykjavik,2023-08-18,16:07:00
Reykjavik,2023-08-19,16:00:00
Reykjavik,2023-08-20,15:53:00
Reykjavik,2023-08-21,15:47:00
Reykjavik,2023-08-22,15:40:00
Reykjavik,2023-08-23,15:34:00
Reykjavik,2023-08-24,15:27:00
Reykjavik,2023-08-25,15:20:00
Reykjavik,2023-08-26,15:14:00
Reykjavik,2023-08-27,15:07:00
Reykjavik,2023-08-28,15:02:00
Reykjavik,2023-08-29,14:55:00
Reykjavik,2023-08-30,14:49:00
